speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,distance
rudduc,Ruddy Duck,Oxyura jamaicensis,L159307,George Washington Birthplace National Monument,2025-05-10 09:30,11,38.1847002,-76.9197464,True,True,False,S235743122,12.94
